Week,Opponent,DriveStart,JCUScore,OppScore,QTR,TimeLeft,HudlPlayNum,GamePlayNum,SideOfField,YardLine,Down,YardsToGo,PenaltyType,PlayType,PlaySide,OffPersonnel,MenInBox,QB,BallCarrier,YardsBeforeContact,BTK,CatchSnap,ReleaseThrow,TimeReceiveBall,TimeFirstTouch,YardsGained,Misc,ThrowResult,ThrowType,DepthofTarg,Receiver,Convert,YardsAfterCatch,TimeToThrow,TimeBeforeContact,Notes
1,BaldwinWallace,0,7,3,2,3:46,65,28,JCU,41,2,5,,Pass Attempt,L,11,7,5,,,,6.44,7.69,,,5,,Catch,OnTarg,5,6,Y,0,1.25,0,
1,BaldwinWallace,0,7,3,2,3:20,66,29,JCU,46,1,10,Offensive Holding,Penalty,,,,,,,,,,,,-10,,,,,,N,No Catch,0,0,
1,BaldwinWallace,0,7,3,2,2:59,67,30,JCU,37,1,19,,Run,R,11,6,5,33,2,,,,5.65,7.5,4,,,,,,N,No Catch,0,1.85,
1,BaldwinWallace,0,7,3,2,2:42,68,31,JCU,41,2,15,,Pass Attempt,L,11,6,5,,,1,3.64,4.79,,,0,,Catch,OnTarg,-5,1,N,5,1.15,0,
1,BaldwinWallace,0,7,3,2,2:06,69,32,JCU,41,3,15,,Pass Attempt,,11,6,5,,,,9.14,15.54,,,0,,Incomplete,ThrowAway,,,N,No Catch,6.4,0,
1,BaldwinWallace,1,7,3,2,0:33,76,33,JCU,20,,,,Kneel,,,,,,,,,,,,,,,,,,Y,No Catch,0,0,
1,BaldwinWallace,1,7,3,3,11:20,85,34,JCU,7,1,10,,Run,M,10,6,5,33,-1,,,,11.61,12.56,2,,,,,,N,No Catch,0,0.95,*82 in: Roster as WR; looks like a TE but went with WR
1,BaldwinWallace,0,7,3,3,11:06,86,35,JCU,9,2,8,,Pass Attempt,L,10,7,5,,,,9.34,10.27,,,4,,Catch,OnTarg,-1.5,4,N,5.5,0.93,0,
1,BaldwinWallace,0,7,3,3,10:40,87,36,JCU,13,3,4,,Pass Attempt,L,10,7,5,,,,11.78,12.96,,,0,,Incomplete,Errant,-2,1,N,No Catch,1.18,0,
1,BaldwinWallace,1,14,3,3,5:52,101,37,OPP,30,1,10,,Sack,,10,6,5,,,,10.2,12.42,,,-6,,,,,,N,No Catch,2.22,0,
1,BaldwinWallace,0,14,3,3,5:35,102,38,OPP,36,2,16,,Run,R,10,7,5,4,-1,,,,3.79,5.32,0,,,,,,N,No Catch,0,1.53,
1,BaldwinWallace,0,14,3,3,5:07,103,39,OPP,36,3,16,,Pass Attempt,L,11,7,5,,,,12.81,16.2,,,3,,Catch,Errant,3,14,N,0,3.39,0,
1,BaldwinWallace,0,14,3,3,4:21,104,40,OPP,33,4,13,,Pass Attempt,R,10,6,5,,,,11.86,14.1,,,0,,Incomplete,OnTarg,29,6,N,No Catch,2.24,0,
1,BaldwinWallace,1,14,10,3,1:09,114,41,JCU,35,1,10,,Pass Attempt,M,11,7,5,,,,12.54,15.11,,,4,,Catch,OnTarg,4,14,N,0,2.57,0,
1,BaldwinWallace,0,14,10,3,0:52,115,42,JCU,39,2,6,,Run,M,11,6,5,33,-1,,,,9.89,11.9,1,,,,,,N,No Catch,0,2.01,
1,BaldwinWallace,0,14,10,4,15:00,117,43,JCU,40,3,5,,Pass Attempt,R,11,8,5,,,,9.2,11.35,,,46,,Catch,OnTarg,3,4,Y,43,2.15,0,
1,BaldwinWallace,0,14,10,4,14:48,118,44,OPP,14,1,10,,Run,R,11,7,5,33,7,,,,7.08,9.31,9,,,,,,N,No Catch,0,2.23,
1,BaldwinWallace,0,14,10,4,14:32,119,45,OPP,5,2,1,,Run,M,11,8,5,33,3,1,,,1.82,3.62,5,TD,,,,,Y,No Catch,0,1.8,
1,BaldwinWallace,1,21,17,4,12:20,129,46,JCU,33,1,10,,Run,M,11,7,5,33,2,,,,6.45,7.57,4,,,,,,N,No Catch,0,1.12,
1,BaldwinWallace,0,21,17,4,12:06,130,47,JCU,37,2,6,,Run,L,11,7,5,33,-3,,,,4.8,6.13,-1,,,,,,N,No Catch,0,1.33,
1,BaldwinWallace,0,21,17,4,11:45,131,48,JCU,36,3,7,,Pass Attempt,R,11,7,5,,,,8.75,11.01,,,11,,Catch,OnTarg,11,6,Y,0,2.26,0,
1,BaldwinWallace,0,21,17,4,11:28,132,49,JCU,47,1,10,,Run-BadSnap,,,,5,5,,,,,,,-3,,,,,,N,No Catch,0,0,
1,BaldwinWallace,0,21,17,4,11:00,133,50,JCU,44,2,13,,Pass Attempt,L,10,6,5,,,,9.47,10.53,,,-3,,Catch,OnTarg,-3,1,N,0,1.06,0,
1,BaldwinWallace,0,21,17,4,10:28,134,51,JCU,41,3,16,,Run,M,10,6,5,33,-3,1,,,7.65,8.36,4,,,,,,N,No Catch,0,0.71,
1,BaldwinWallace,1,21,17,4,8:27,138,52,JCU,46,1,10,,Run,M,10,7,5,33,-3,2,,,13.56,14.23,7,,,,,,N,No Catch,0,0.67,
1,BaldwinWallace,0,21,17,4,8:11,139,53,OPP,47,2,3,,Run,M,10,6,5,33,4,,,,6.43,7.44,6,,,,,,Y,No Catch,0,1.01,
1,BaldwinWallace,0,21,17,4,7:53,140,54,OPP,41,1,10,,Run,M,10,6,5,33,3,,,,5.7,7.06,4,,,,,,N,No Catch,0,1.36,
1,BaldwinWallace,0,21,17,4,7:30,141,55,OPP,37,2,6,,Run,R,11,6,5,33,1,,,,7.77,9.37,4,,,,,,N,No Catch,0,1.6,
1,BaldwinWallace,0,21,17,4,6:58,142,56,OPP,33,3,2,,Pass Attempt,M,10,6,5,,,1,12.9,14.42,,,10,,Catch,OnTarg,7,4,Y,3,1.52,0,
1,BaldwinWallace,0,21,17,4,6:29,143,57,OPP,23,1,10,,Run,M,12,9,5,5,-5,,,,9.47,10.35,-5,,,,,,N,No Catch,0,0.88,
1,BaldwinWallace,0,21,17,4,5:56,144,58,OPP,28,2,15,,QB Scramble,,11,8,5,5,,,,,,,16,,,,,,Y,No Catch,0,0,
1,BaldwinWallace,0,21,17,4,5:35,145,59,OPP,12,1,10,,Run,R,12,7,5,1,2,,,,11.96,14.25,2,,,,,,N,No Catch,0,2.29,
1,BaldwinWallace,0,21,17,4,5:18,146,60,OPP,10,2,8,,Run,R,10,6,5,1,0,,,,9.32,11.42,2,,,,,,N,No Catch,0,2.1,
1,BaldwinWallace,0,21,17,4,4:54,147,61,OPP,8,3,6,,Pass Attempt,L,10,6,5,,,,13.43,15.14,,,7,,Catch,OnTarg,7,4,Y,0,1.71,0,
1,BaldwinWallace,0,21,17,4,4:21,148,62,OPP,1,1,1,,Run,L,12,9,5,1,1,,,,,,1,TD,,,,,Y,No Catch,0,0,
1,BaldwinWallace,1,28,17,4,2:17,155,63,OPP,37,1,10,,Run,R,12,7,5,33,-1,1,,,11.63,13.9,1,,,,,,N,No Catch,0,2.27,
1,BaldwinWallace,0,28,17,4,2:00,156,64,OPP,36,2,9,,Run,M,12,7,5,33,2,,,,12.65,14.06,2,,,,,,N,No Catch,0,1.41,
1,BaldwinWallace,0,28,17,4,1:11,157,65,OPP,34,3,7,,Run,L,12,7,5,1,9,,,,13.25,18.16,11,,,,,,Y,No Catch,0,4.91,
1,BaldwinWallace,0,28,17,4,0:58,158,66,OPP,23,1,10,,Run,L,12,7,5,1,6,,,,4.11,6.7,7,,,,,,N,No Catch,0,2.59,
1,BaldwinWallace,0,28,17,4,0:20,159,67,OPP,16,2,3,,Run,L,12,6,5,1,-3,,,,5.9,6.96,-2,,,,,,N,No Catch,0,1.06,
